Author,Editor,Title,Journal,Publication Date,Electronic Date,PubMedID,PMC ID,Branch
"Freeman JR, Whitcomb BW, Bertone-Johnson ER, Balzer LB, O'Brien LM, Dunietz GL, Purdue-Smithe AC, Kim K, Silver RM, Schisterman EF, Mumford SL",,"Preconception sleep duration, sleep timing, and shift work in association with fecundability and live birth among women with a history of pregnancy loss.",Fertil Steril,2023 Feb,2022 Dec 29,36586812,PMC9899515,TDRP/MEB
"Mussetti A, Kanate AS, Wang T, He M, Hamadani M, Finel H Sr, Boumendil A Sr, Glass B, Castagna L, Dominietto A, McGuirk J, Blaise D, Gülbas Z, Diez-Martin J, Marsh SGE, Paczesny S, Gadalla SM, Dreger P, Zhang MJ, Spellman SR, Lee SJ, Bolon YT, Sureda A",,Haploidentical Versus Matched Unrelated Donor Transplants Using Post-Transplantation Cyclophosphamide for Lymphomas.,Transplant Cell Ther,2023 Mar,2022 Dec 25,36577482,PMC10316698,"TDRP/REB, TDRP/CGB"
"Griffin KT, Yeom YS, Mille MM, Lee C, Jung JW, Hertel NE, Lee C",,"Comparison of out-of-field normal tissue dose estimates for pencil beam scanning proton therapy: MCNP6, PHITS, and TOPAS.",Biomed Phys Eng Express,2022 Dec 23,2022 Dec 23,36562506,PMC10772933,TDRP/REB
"Horner MJ, Hazra R, Barnholtz-Sloan JS, Shiels MS, Engels EA",,Cancer risk among HIV-exposed uninfected children in the United States.,AIDS,2023 Mar 1,2022 Dec 22,36544264,PMC9877176,"TDRP/REB, TDRP, TDRP/IIB"
"Tayeh MK, Chen M, Fullerton SM, Gonzales PR, Huang SJ, Massingham LJ, O'Daniel JM, Stewart DR, Stiles AR, Evans BJ, ACMG Laboratory Quality Assurance Committee and the ACMG Social, Ethical and Legal Issues Committee. Electronic address: documents@acmg.net",,The designated record set for clinical genetic and genomic testing: A points to consider statement of the American College of Medical Genetics and Genomics (ACMG).,Genet Med,2023 Mar,2022 Dec 22,36547466,,TDRP/CGB
"Zhao L, Jin L, Petrick JL, Zeng H, Wang F, Tang L, Smith-Warner SA, Eliassen AH, Zhang FF, Campbell PT, Giovannucci E, Liao LM, McGlynn KA, Steck SE, Zhang X",,Specific botanical groups of fruit and vegetable consumption and liver cancer and chronic liver disease mortality: a prospective cohort study.,Am J Clin Nutr,2023 Feb,2022 Dec 22,36811575,PMC10131619,"TDRP/OEEB, TDRP/MEB"
"Barkana BD, El-Sayed A, Khaled RH, Helal M, Khaled H, Deeb R, Pitcher M, Pfeiffer R, Roubidoux M, Schairer C, Soliman AS",,Imaging Modalities in Inflammatory Breast Cancer (IBC) Diagnosis: A Computer-Aided Diagnosis System Using Bilateral Mammography Images.,Sensors (Basel),2022 Dec 21,2022 Dec 21,36616659,PMC9824771,"TDRP/BB, TDRP/MEB"
"Fernandez-Rozadilla C, Timofeeva M, Chen Z, Law P, Thomas M, Schmit S, Díez-Obrero V, Hsu L, Fernandez-Tajes J, Palles C, Sherwood K, Briggs S, Svinti V, Donnelly K, Farrington S, Blackmur J, Vaughan-Shaw P, Shu XO, Long J, Cai Q, Guo X, Lu Y, Broderick P, Studd J, Huyghe J, Harrison T, Conti D, Dampier C, Devall M, Schumacher F, Melas M, Rennert G, Obón-Santacana M, Martín-Sánchez V, Moratalla-Navarro F, Oh JH, Kim J, Jee SH, Jung KJ, Kweon SS, Shin MH, Shin A, Ahn YO, Kim DH, Oze I, Wen W, Matsuo K, Matsuda K, Tanikawa C, Ren Z, Gao YT, Jia WH, Hopper J, Jenkins M, Win AK, Pai R, Figueiredo J, Haile R, Gallinger S, Woods M, Newcomb P, Duggan D, Cheadle J, Kaplan R, Maughan T, Kerr R, Kerr D, Kirac I, Böhm J, Mecklin LP, Jousilahti P, Knekt P, Aaltonen L, Rissanen H, Pukkala E, Eriksson J, Cajuso T, Hänninen U, Kondelin J, Palin K, Tanskanen T, Renkonen-Sinisalo L, Zanke B, Männistö S, Albanes D, Weinstein S, Ruiz-Narvaez E, Palmer J, Buchanan D, Platz E, Visvanathan K, Ulrich C, Siegel E, Brezina S, Gsur A, Campbell P, Chang-Claude J, Hoffmeister M, Brenner H, Slattery M, Potter J, Tsilidis K, Schulze M, Gunter M, Murphy N, Castells A, Castellví-Bel S, Moreira L, Arndt V, Shcherbina A, Stern M, Pardamean B, Bishop T, Giles G, Southey M, Idos G, McDonnell K, Abu-Ful Z, Greenson J, Shulman K, Lejbkowicz F, Offit K, Su YR, Steinfelder R, Keku T, van Guelpen B, Hudson T, Hampel H, Pearlman R, Berndt S, Hayes R, Martinez ME, Thomas S, Corley D, Pharoah P, Larsson S, Yen Y, Lenz HJ, White E, Li L, Doheny K, Pugh E, Shelford T, Chan A, Cruz-Correa M, Lindblom A, Hunter D, Joshi A, Schafmayer C, Scacheri P, Kundaje A, Nickerson D, Schoen R, Hampe J, Stadler Z, Vodicka P, Vodickova L, Vymetalkova V, Papadopoulos N, Edlund C, Gauderman W, Thomas D, Shibata D, Toland A, Markowitz S, Kim A, Chanock S, van Duijnhoven F, Feskens E, Sakoda L, Gago-Dominguez M, Wolk A, Naccarati A, Pardini B, FitzGerald L, Lee SC, Ogino S, Bien S, Kooperberg C, Li C, Lin Y, Prentice R, Qu C, Bézieau S, Tangen C, Mardis E, Yamaji T, Sawada N, Iwasaki M, Haiman C, Le Marchand L, Wu A, Qu C, McNeil C, Coetzee G, Hayward C, Deary I, Harris S, Theodoratou E, Reid S, Walker M, Ooi LY, Moreno V, Casey G, Gruber S, Tomlinson I, Zheng W, Dunlop M, Houlston R, Peters U",,"Deciphering colorectal cancer genetics through multi-omic analysis of 100,204 cases and 154,587 controls of European and east Asian ancestries.",Nat Genet,2023 Jan,2022 Dec 20,36539618,PMC10094749,"OD, TDRP/OEEB, TDRP, OD/LGS, TDRP/MEB"
"Li S, Shi J, Albert P, Fang H",,Dependence Structure Analysis and Its Application in Human Microbiome,Mathematics,2023 Jan,2022 Dec 20,,,TDRP/BB
"Nelson AT, Harris AK, Watson D, Miniati D, Finch M, Kamihara J, Mitchell SG, Wilson DB, Gettinger K, Rangaswami AA, Campos JM, Lederman S, Feltis BA, Vasta LM, Harney LA, Stewart DR, Dehner LP, Messinger YH, Hill DA, Schultz KAP",,Type I and Ir pleuropulmonary blastoma (PPB): A report from the International PPB/DICER1 Registry.,Cancer,2023 Feb 15,2022 Dec 20,36541021,PMC10316522,TDRP/CGB
"Paluch AE, Bajpai S, Ballin M, Bassett DR, Buford TW, Carnethon MR, Chernofsky A, Dooley EE, Ekelund U, Evenson KR, Galuska DA, Jefferis BJ, Kong L, Kraus WE, Larson MG, Lee IM, Matthews CE, Newton RL Jr, Nordström A, Nordström P, Palta P, Patel AV, Pettee Gabriel K, Pieper CF, Pompeii L, Rees-Punia E, Spartano NL, Vasan RS, Whincup PH, Yang S, Fulton JE, Steps for Health Collaborative",,Prospective Association of Daily Steps With Cardiovascular Disease: A Harmonized Meta-Analysis.,Circulation,2023 Jan 10,2022 Dec 20,36537288,PMC9839547,TDRP/MEB
"Liu X, Chen L, Fei Z, Zhao SK, Zhu Y, Xia T, Dai J, Rahman ML, Wu J, Weir NL, Tsai MY, Zhang C",,Physical activity and individual plasma phospholipid SFAs in pregnancy: a longitudinal study in a multiracial/multiethnic cohort in the United States.,Am J Clin Nutr,2022 Dec 19,,36373403,PMC9761740,TDRP
"Gribben KC, Wyss AB, Poole JA, Farazi PA, Wichman C, Richards-Barber M, Beane Freeman LEB, Henneberger PK, Umbach DM, London SJ, LeVan TD",,"Correction to: CC16 polymorphisms in asthma, asthma subtypes, and asthma control in adults from the Agricultural Lung Health Study.",Respir Res,2022 Dec 16,2022 Dec 16,36527017,PMC9756779,TDRP/OEEB
"Mehta T, Malinovsky Y, Abnet CC, Albert PS",,Using group testing in a two-phase epidemiologic design to identify the effects of a large number of antibody reactions on disease risk.,BMC Med Res Methodol,2022 Dec 16,2022 Dec 16,36526967,PMC9756457,"TDRP/MEB, OD, TDRP/BB"
"López C, Burkhardt B, Chan JKC, Leoncini L, Mbulaiteye SM, Ogwang MD, Orem J, Rochford R, Roschewski M, Siebert R",,Burkitt lymphoma.,Nat Rev Dis Primers,2022 Dec 15,2022 Dec 15,36522349,,TDRP/IIB
"Costa S, Verberckmoes B, Castle PE, Arbyn M",,Offering HPV self-sampling kits: an updated meta-analysis of the effectiveness of strategies to increase participation in cervical cancer screening.,Br J Cancer,2023 Mar,2022 Dec 14,36517552,PMC9977737,TDRP/CGB
"Liu Y, Gan L, Zhao B, Yu K, Wang Y, Männistö S, Weinstein SJ, Huang J, Albanes D",,"Untargeted metabolomic profiling identifies serum metabolites associated with type 2 diabetes in a cross-sectional study of the Alpha-Tocopherol, Beta-Carotene Cancer Prevention (ATBC) Study.",Am J Physiol Endocrinol Metab,2023 Feb 1,2022 Dec 14,36516224,PMC9925157,"TDRP/MEB, TDRP/BB"
"Matthews CE, Patel S, Saint-Maurice PF, Loftfield E, Keadle SK, Chen KY, Brychta R, Lamunion S, Berrigan D",,Physical Activity Levels (PAL) in US Adults-2019.,Med Sci Sports Exerc,2023 May 1,2022 Dec 13,36729673,PMC10106363,TDRP/MEB
"Ng ASN, Zhang S, Mak VCY, Zhou Y, Yuen Y, Sharma R, Lu Y, Zhuang G, Zhao W, Pang HH, Cheung LWT",,AKTIP loss is enriched in ER_-positive breast cancer for tumorigenesis and confers endocrine resistance.,Cell Rep,2022 Dec 13,,36516775,PMC9837615,TDRP/ITEB
"Shahmoradi Z, Damgacioglu H, Clarke MA, Wentzensen N, Montealegre J, Sonawane K, Deshmukh AA",,"Cervical Cancer Incidence Among US Women, 2001-2019.",JAMA,2022 Dec 13,,36409512,PMC9679954,TDRP/CGB
"Tran TV, Kitahara CM, Leenhardt L, de Vathaire F, Boutron-Ruault MC, Journy N",,The effect of thyroid dysfunction on breast cancer risk: an updated meta-analysis.,Endocr Relat Cancer,2023 Jan 1,2022 Dec 12,36256851,,TDRP/REB
"Yin J, Freedman ND, Liu Y, Dawsey SM, Yang H, Taylor PR, Yin L, Liu B, Cui J, Fan J, Chen W, Qiao Y, Abnet CC",,"Associations between serum glucose, insulin, insulin resistance and the risk of incident primary liver cancer or chronic liver disease mortality: a nested case-control study.",Br J Cancer,2023 Jan,2022 Dec 10,36496451,PMC9902537,"TDRP/MEB, OD"
Savage SA,,Dyskeratosis congenita and telomere biology disorders.,Hematology Am Soc Hematol Educ Program,2022 Dec 9,,36485133,PMC9821046,TDRP/CGB
"Jung AY, Ahearn TU, Behrens S, Middha P, Bolla MK, Wang Q, Arndt V, Aronson KJ, Augustinsson A, Beane Freeman LE, Becher H, Brenner H, Canzian F, Carey LA, CTS Consortium, Czene K, Eliassen AH, Eriksson M, Evans DG, Figueroa JD, Fritschi L, Gabrielson M, Giles GG, Guénel P, Hadjisavvas A, Haiman CA, Håkansson N, Hall P, Hamann U, Hoppe R, Hopper JL, Howell A, Hunter DJ, Hüsing A, Kaaks R, Kosma VM, Koutros S, Kraft P, Lacey JV, Le Marchand L, Lissowska J, Loizidou MA, Mannermaa A, Maurer T, Murphy RA, Olshan AF, Olsson H, Patel AV, Perou CM, Rennert G, Shibli R, Shu XO, Southey MC, Stone J, Tamimi RM, Teras LR, Troester MA, Truong T, Vachon CM, Wang SS, Wolk A, Wu AH, Yang XR, Zheng W, Dunning AM, Pharoah PDP, Easton DF, Milne RL, Chatterjee N, Schmidt MK, García-Closas M, Chang-Claude J",,Distinct Reproductive Risk Profiles for Intrinsic-Like Breast Cancer Subtypes: Pooled Analysis of Population-Based Studies.,J Natl Cancer Inst,2022 Dec 8,,35723569,PMC9949579,"TDRP/ITEB, TDRP, TDRP/OEEB"
"Matthews CE, Saint-Maurice PF",,The hare and the tortoise: physical activity intensity and scientific translation.,Eur Heart J,2022 Dec 7,,36302459,,TDRP/MEB
"Doose M, Verhoeven D, Sanchez JI, McGee-Avila JK, Chollette V, Weaver SJ",,"Clinical Multiteam System Composition and Complexity Among Newly Diagnosed Early-Stage Breast, Colorectal, and Lung Cancer Patients With Multiple Chronic Conditions: A SEER-Medicare Analysis.",JCO Oncol Pract,2023 Jan,2022 Dec 6,36473151,PMC10166428,TDRP/IIB
"Fong KW, Zhao JC, Lu X, Kim J, Piunti A, Shilatifard A, Yu J",,PALI1 promotes tumor growth through competitive recruitment of PRC2 to G9A-target chromatin for dual epigenetic silencing.,Mol Cell,2022 Dec 15,2022 Dec 6,36476474,PMC9812274,TDRP/CGB
"Hauptmann M, Byrnes G, Cardis E, Bernier MO, Blettner M, Dabin J, Engels H, Istad TS, Johansen C, Kaijser M, Kjaerheim K, Journy N, Meulepas JM, Moissonnier M, Ronckers C, Thierry-Chef I, Le Cornet L, Jahnen A, Pokora R, Bosch de Basea M, Figuerola J, Maccia C, Nordenskjold A, Harbron RW, Lee C, Simon SL, Berrington de Gonzalez A, Schüz J, Kesminiene A",,Brain cancer after radiation exposure from CT examinations of children and young adults: results from the EPI-CT cohort study.,Lancet Oncol,2023 Jan,2022 Dec 6,36493793,,"TDRP/REB, TDRP, TDRP/BB"
"Chien LH, Chen TY, Chen CH, Chen KY, Hsiao CF, Chang GC, Tsai YH, Su WC, Huang MS, Chen YM, Chen CY, Liang SK, Chen CY, Wang CL, Hung HH, Jiang HF, Hu JW, Rothman N, Lan Q, Liu TW, Chen CJ, Yang PC, Chang IS, Hsiung CA",,Recalibrating Risk Prediction Models by Synthesizing Data Sources: Adapting the Lung Cancer PLCO Model for Taiwan.,Cancer Epidemiol Biomarkers Prev,2022 Dec 5,,36129788,PMC9720426,TDRP/OEEB
"Davis Lynn BC, Lord BD, Cora R, Pfeiffer RM, Lawrence S, Zirpoli G, Bethea TN, Palmer JR, Gierach GL",,Associations between quantitative measures of TDLU involution and breast tumor molecular subtypes among breast cancer cases in the Black Women's Health Study: a case-case analysis.,Breast Cancer Res,2022 Dec 5,2022 Dec 5,36471360,PMC9720909,"OD/CGR, TDRP/BB, TDRP/ITEB"
"Pati S, Baid U, Edwards B, Sheller M, Wang SH, Reina GA, Foley P, Gruzdev A, Karkada D, Davatzikos C, Sako C, Ghodasara S, Bilello M, Mohan S, Vollmuth P, Brugnara G, Preetha CJ, Sahm F, Maier-Hein K, Zenk M, Bendszus M, Wick W, Calabrese E, Rudie J, Villanueva-Meyer J, Cha S, Ingalhalikar M, Jadhav M, Pandey U, Saini J, Garrett J, Larson M, Jeraj R, Currie S, Frood R, Fatania K, Huang RY, Chang K, Balaña C, Capellades J, Puig J, Trenkler J, Pichler J, Necker G, Haunschmidt A, Meckel S, Shukla G, Liem S, Alexander GS, Lombardo J, Palmer JD, Flanders AE, Dicker AP, Sair HI, Jones CK, Venkataraman A, Jiang M, So TY, Chen C, Heng PA, Dou Q, Kozubek M, Lux F, Michálek J, Matula P, Ke_kovsk_ M, Kop_ivová T, Dostál M, Vybíhal V, Vogelbaum MA, Mitchell JR, Farinhas J, Maldjian JA, Yogananda CGB, Pinho MC, Reddy D, Holcomb J, Wagner BC, Ellingson BM, Cloughesy TF, Raymond C, Oughourlian T, Hagiwara A, Wang C, To MS, Bhardwaj S, Chong C, Agzarian M, Falcão AX, Martins SB, Teixeira BCA, Sprenger F, Menotti D, Lucio DR, LaMontagne P, Marcus D, Wiestler B, Kofler F, Ezhov I, Metz M, Jain R, Lee M, Lui YW, McKinley R, Slotboom J, Radojewski P, Meier R, Wiest R, Murcia D, Fu E, Haas R, Thompson J, Ormond DR, Badve C, Sloan AE, Vadmal V, Waite K, Colen RR, Pei L, Ak M, Srinivasan A, Bapuraj JR, Rao A, Wang N, Yoshiaki O, Moritani T, Turk S, Lee J, Prabhudesai S, Morón F, Mandel J, Kamnitsas K, Glocker B, Dixon LVM, Williams M, Zampakis P, Panagiotopoulos V, Tsiganos P, Alexiou S, Haliassos I, Zacharaki EI, Moustakas K, Kalogeropoulou C, Kardamakis DM, Choi YS, Lee SK, Chang JH, Ahn SS, Luo B, Poisson L, Wen N, Tiwari P, Verma R, Bareja R, Yadav I, Chen J, Kumar N, Smits M, van der Voort SR, Alafandi A, Incekara F, Wijnenga MMJ, Kapsas G, Gahrmann R, Schouten JW, Dubbink HJ, Vincent AJPE, van den Bent MJ, French PJ, Klein S, Yuan Y, Sharma S, Tseng TC, Adabi S, Niclou SP, Keunen O, Hau AC, Vallières M, Fortin D, Lepage M, Landman B, Ramadass K, Xu K, Chotai S, Chambless LB, Mistry A, Thompson RC, Gusev Y, Bhuvaneshwar K, Sayah A, Bencheqroun C, Belouali A, Madhavan S, Booth TC, Chelliah A, Modat M, Shuaib H, Dragos C, Abayazeed A, Kolodziej K, Hill M, Abbassy A, Gamal S, Mekhaimar M, Qayati M, Reyes M, Park JE, Yun J, Kim HS, Mahajan A, Muzi M, Benson S, Beets-Tan RGH, Teuwen J, Herrera-Trujillo A, Trujillo M, Escobar W, Abello A, Bernal J, Gómez J, Choi J, Baek S, Kim Y, Ismael H, Allen B, Buatti JM, Kotrotsou A, Li H, Weiss T, Weller M, Bink A, Pouymayou B, Shaykh HF, Saltz J, Prasanna P, Shrestha S, Mani KM, Payne D, Kurc T, Pelaez E, Franco-Maldonado H, Loayza F, Quevedo S, Guevara P, Torche E, Mendoza C, Vera F, Ríos E, López E, Velastin SA, Ogbole G, Soneye M, Oyekunle D, Odafe-Oyibotha O, Osobu B, Shu'aibu M, Dorcas A, Dako F, Simpson AL, Hamghalam M, Peoples JJ, Hu R, Tran A, Cutler D, Moraes FY, Boss MA, Gimpel J, Veettil DK, Schmidt K, Bialecki B, Marella S, Price C, Cimino L, Apgar C, Shah P, Menze B, Barnholtz-Sloan JS, Martin J, Bakas S",,Federated learning enables big data for rare cancer boundary detection.,Nat Commun,2022 Dec 5,2022 Dec 5,36470898,PMC9722782,"OD/CGR, TDRP"
"Ruel LJ, Li Z, Gaudreault N, Henry C, Saavedra Armero V, Boudreau DK, Zhang T, Landi MT, Labbé C, Couture C, Desmeules P, Joubert P, Bossé Y",,Tumor Mutational Burden by Whole-Genome Sequencing in Resected NSCLC of Never Smokers.,Cancer Epidemiol Biomarkers Prev,2022 Dec 5,,36126278,PMC9720425,"TDRP/ITEB, TDRP"
"Zhao B, Albanes D, Huang J",,"Response by Zhao et al to Letter Regarding Article, ""Associations of Dietary Cholesterol, Serum Cholesterol, and Egg Consumption With Overall and Cause-Specific Mortality: Systematic Review and Updated Meta-Analysis"".",Circulation,2022 Dec 6,2022 Dec 5,36469598,,TDRP/MEB
"Villoing D, Kwon TE, Pasqual E, Kitahara CM, Lee C",,Organ dose calculator for diagnostic nuclear medicine patients based on the ICRP reference voxel phantoms and biokinetic models.,Biomed Phys Eng Express,2022 Dec 2,2022 Dec 2,36541462,PMC10829005,TDRP/REB
"Cohen CM, Wentzensen N, Castle PE, Schiffman M, Zuna R, Arend RC, Clarke MA",,"Racial and Ethnic Disparities in Cervical Cancer Incidence, Survival, and Mortality by Histologic Subtype.",J Clin Oncol,2023 Feb 10,2022 Dec 1,36455190,PMC9928618,TDRP/CGB
"Hosgood HD, Rahman ML, Blansky D, Hu W, Davitt M, Wen C, Huang Y, Tang X, Li L, Smith MT, Zhang L, Vermeulen R, Rothman N, Bassig BA, Lan Q",,Targeted proteomic scan identifies alteration of serum proteins among workers occupationally exposed to low levels of trichloroethylene.,Environ Mol Mutagen,2022 Dec,,36346153,,TDRP/OEEB
Kitahara CM,,"Obesity, Physical Activity, and Thyroid Cancer Risk: Disentangling True Associations from Detection Bias.",Thyroid,2023 Mar,2022 Dec 1,36352820,PMC10024577,TDRP/REB
"Little MP, Hamada N",,Low-Dose Extrapolation Factors Implied by Mortality and Incidence Data from the Japanese Atomic Bomb Survivor Life Span Study Data.,Radiat Res,2022 Dec 1,,36161867,PMC9797579,TDRP/REB
"Monson KR, Peters BA, Usyk M, Um CY, Oberstein PE, McCullough ML, Purdue MP, Freedman ND, Hayes RB, Ahn J",,Elevated dietary carbohydrate and glycemic intake associate with an altered oral microbial ecosystem in two large U.S. cohorts.,Cancer Res Commun,2022 Dec,2022 Dec 5,36567732,PMC9770587,"TDRP/MEB, TDRP/OEEB"
"Ney G, Gross A, Livinski A, Kratz CP, Stewart DR",,Cancer incidence and surveillance strategies in individuals with RASopathies.,Am J Med Genet C Semin Med Genet,2022 Dec,2022 Dec 19,36533693,PMC9825668,TDRP/CGB
"Ogbagaber SB, Cui Y, Li K, Iannotti RJ, Albert PS",,A hidden Markov modeling approach combining objective measure of activity and subjective measure of self-reported sleep to estimate the sleep-wake cycle.,J Appl Stat,2024,2022 Dec 1,38283049,PMC10810673,"TDRP/BB, TDRP/REB"
"Omofuma OO, Cook MB, Abnet CC, Camargo MC",,"Race and Ethnicity, Stage-Specific Mortality, and Cancer Treatment in Esophageal and Gastric Cancers: Surveillance, Epidemiology, and End Results (2000-2018).",Gastroenterology,2023 Mar,2022 Dec 1,36462550,,"TDRP/MEB, OD"
"Richard MA, Mostoufi-Moab S, Rathore N, Baedke J, Brown AL, Chanock SJ, Friedman DN, Gramatges MM, Howell RM, Kamdar KY, Leisenring WM, Meacham LR, Morton LM, Oeffinger K, Robison LL, Sapkota Y, Sklar CA, Armstrong GT, Bhatia S, Lupo PJ",,Germline Genetic and Treatment-Related Risk Factors for Diabetes Mellitus in Survivors of Childhood Cancer: A Report From the Childhood Cancer Survivor Study and St Jude Lifetime Cohorts.,JCO Precis Oncol,2022 Dec,,36480781,PMC10166479,"OD, OD/LGS, TDRP/REB"
"Simon SL, Kendall GM, Bouffler SD, Little MP",,The Evidence for Excess Risk of Cancer and Non-Cancer Disease at Low Doses and Dose Rates.,Radiat Res,2022 Dec 1,,36136740,PMC9797580,"TDRP/REB, TDRP"
"Smith Torres-Roman J, Alvarez C, Guerra-Canchari P, Valcarcel B, Fabian Martinez-Herrera J, Davila-Hernandez C, Alves Santos C, Mafra Soares S, Bezerra de Souza D, Constanza Camargo M",,"Sex and age differences in mortality trends of gastric cancer among Hispanic/Latino populations in the United States, Latin America, and the Caribbean",Lancet Regional Health-Americas,2022 Dec,,,,"TDRP/MEB, TDRP/REB"
"Soler M, Alfaro K, Masch RJ, Conzuelo Rodriguez G, Qu X, Wu S, Sun J, Hernández Jovel DM, Bonilla J, Puentes LO, Murillo R, Alonzo TA, Felix JC, Castle P, Cremer M",,Safety and Acceptability of Three Ablation Treatments for High-Grade Cervical Precancer: Early Data From a Randomized Noninferiority Clinical Trial.,JCO Glob Oncol,2022 Dec,,36525620,PMC10166394,TDRP/CGB
"Withrow DR, Anderson H, Armstrong GT, Hawkins M, Journy N, Neglia JP, de Vathaire F, Tucker MA, Inskip PD, Brenner AV, Stovall MA, Diallo I, Berrington de Gonzalez A, Veiga LHS",,Pooled Analysis of Meningioma Risk Following Treatment for Childhood Cancer.,JAMA Oncol,2022 Dec 1,,36201196,PMC9539736,"TDRP, TDRP/REB"
"Zhang YB, Pan XF, Lu Q, Wang YX, Geng TT, Zhou YF, Liao LM, Tu ZZ, Chen JX, Xia PF, Wang Y, Wan ZZ, Guo KQ, Yang K, Yang HD, Chen SH, Wang GD, Han X, Wang YX, Yu D, He MA, Zhang XM, Liu LG, Wu T, Wu SL, Liu G, Pan A",,"Correction to: Associations of combined healthy lifestyles with cancer morbidity and mortality among individuals with diabetes: results from five cohort studies in the USA, the UK and China.",Diabetologia,2022 Dec,,36197538,,TDRP/MEB
