row	Branches	BB	CGB	CGR	IIB	ITEB	LGS	LTG	MEB	OD	OEEB	REB	pmid_title
1418	BB	true	false	false	false	false	false	false	false	false	false	false	pmid:35926648 Unified standard for fetal growth velocity: the Eunice Kennedy Shriver National Institute of Child Health and Human Development Fetal Growth Studies.;
1419	none	false	false	false	false	false	false	false	false	false	false	false	pmid:35616931 Maximizing Cancer Data-The Future of Cancer Is Now.;
1420	OEEB	false	false	false	false	false	false	false	false	false	true	false	pmid:35920675 Invited Perspective: Pesticide Adjuvants and Inert Ingredients - A Missing Piece of the Puzzle.;
1421	OD,ITEB,BB,LTG,OEEB,LGS,MEB	true	false	false	false	true	true	true	true	true	true	false	pmid:35915169 Cross-ancestry genome-wide meta-analysis of 61,047 cases and 947,237 controls identifies new susceptibility loci contributing to lung cancer.;
1422	REB	false	false	false	false	false	false	false	false	false	false	true	pmid:35604875 Reliability of Questionnaire-Based Dose Reconstruction: Human Factor Uncertainties in the Radiation Dosimetry of Chernobyl Cleanup Workers.;
1423	MEB	false	false	false	false	false	false	false	true	false	false	false	pmid:36001321 Reducing Alcohol Use for Cancer Prevention.;
1424	REB,MEB,IIB	false	false	false	true	false	false	false	true	false	false	true	pmid:35587341 Trends in Cancer Mortality Among Black Individuals in the US From 1999 to 2019.;
1425	REB	false	false	false	false	false	false	false	false	false	false	true	pmid:35986137 Publisher Correction: Impact of uncertainties in exposure assessment on thyroid cancer risk among cleanup workers in Ukraine exposed due to the Chornobyl accident.;
1426	none	false	false	false	false	false	false	false	false	false	false	false	pmid:34999844 A population study of clinical trial accrual for women and minorities in neuro-oncology following the NIH Revitalization Act.;
1427	REB	false	false	false	false	false	false	false	false	false	false	true	pmid:35976647 Development and Validation of Models to Predict Poor Health-Related Quality of Life Among Adult Survivors of Childhood Cancer.;
1428	REB,IIB,MEB	false	false	false	true	false	false	false	true	false	false	true	pmid:35788262 Leading Causes of Death in the US During the COVID-19 Pandemic, March 2020 to October 2021.;
1429	MEB,BB	true	false	false	false	false	false	false	true	false	false	false	pmid:36001316 Association of Leisure Time Physical Activity Types and Risks of All-Cause, Cardiovascular, and Cancer Mortality Among Older Adults.;
1430	OEEB	false	false	false	false	false	false	false	false	false	true	false	pmid:36006053 Residential Wood Burning and Pulmonary Function in the Agricultural Lung Health Study.;
1431	IIB	false	false	false	true	false	false	false	false	false	false	false	pmid:35908365 Epstein-Barr virus directed screening for nasopharyngeal carcinoma in individuals with positive family history: A systematic review.;
1432	CGB	false	true	false	false	false	false	false	false	false	false	false	pmid:35667684 Non-speculum clinician-taken samples for human papillomavirus testing: a cross-sectional study in older women.;
1433	none	false	false	false	false	false	false	false	false	false	false	false	pmid:35882937 Exploiting gene dependency to inform drug development for multiple myeloma.;
1434	IIB,CGB	false	true	false	true	false	false	false	false	false	false	false	pmid:35917648 Explaining differences in the frequency of lung cancer detection between the National Lung Screening Trial and community-based screening in Manchester, UK.;
1435	MEB,CGB,OEEB	false	true	false	false	false	false	false	true	false	true	false	pmid:35867953 Modification of the Association Between Frequent Aspirin Use and Ovarian Cancer Risk: A Meta-Analysis Using Individual-Level Data From Two Ovarian Cancer Consortia.;
1436	OEEB	false	false	false	false	false	false	false	false	false	true	false	pmid:35905598 Risk assessment for PFOA and kidney cancer based on a pooled analysis of two studies.;
1437	IIB	false	false	false	true	false	false	false	false	false	false	false	pmid:35876653 Longitudinal HIV care outcomes by gender identity in the United States.;
1438	CGB	false	true	false	false	false	false	false	false	false	false	false	pmid:35918231 Family communication challenges of adolescents and young adults with Li-Fraumeni syndrome: Implications for psychosocial care.;
1439	MEB,OEEB,OD	false	false	false	false	false	false	false	true	true	true	false	pmid:35863453 Urinary nitrate and sodium in a high-risk area for upper gastrointestinal cancers: Golestan Cohort Study(☆).;
1440	CGB	false	true	false	false	false	false	false	false	false	false	false	pmid:35863740 Association of Chronic Graft-versus-Host Disease with Late Effects following Allogeneic Hematopoietic Cell Transplantation for Children with Hematologic Malignancy.;
1441	BB	true	false	false	false	false	false	false	false	false	false	false	pmid:33616159 Assessing risk model calibration with missing covariates.;
1442	BB	true	false	false	false	false	false	false	false	false	false	false	pmid:35853297 Plasma phospholipid polyunsaturated fatty acids composition in early pregnancy and fetal growth trajectories throughout pregnancy: Findings from the US fetal growth studies-singletons cohort.;
1443	MEB	false	false	false	false	false	false	false	true	false	false	false	pmid:35840828 Outdoor light at night and risk of liver cancer in the NIH-AARP diet and health study.;
1444	IIB,MEB,CGB,OD,CGR,BB	true	true	true	true	false	false	false	true	true	false	false	pmid:35842229 Analysis of cervical HPV infections among unvaccinated young adult women to inform vaccine strategies in this age group: the Costa Rica HPV Vaccine Trial.;
1445	REB	false	false	false	false	false	false	false	false	false	false	true	pmid:35776943 Specific Absorbed Fractions for Spontaneous Fission Neutron Emitters in the ICRP Reference Pediatric Voxel Phantom Series.;
1446	REB,OD,LGS,LTG,CGB,CGR,BB	true	true	true	false	false	true	true	false	true	false	true	pmid:35835913 Genetic regulation of OAS1 nonsense-mediated decay underlies association with COVID-19 hospitalization in patients of European and African ancestries.;
1447	IIB,MEB,BB,OEEB	true	false	false	true	false	false	false	true	false	true	false	pmid:35831132 Peptic ulcer as mediator of the association between risk of gastric cancer and socioeconomic status, tobacco smoking, alcohol drinking and salt intake.;
1448	OD,CGR,LGS,CGB,ITEB,MEB	false	true	true	false	true	true	false	true	true	false	false	pmid:35762214 Rare germline variants in PALB2 and BRCA2 in familial and sporadic chordoma.;
1449	OEEB	false	false	false	false	false	false	false	false	false	true	false	pmid:35816955 Estimating cumulative spatial risk over time with low-rank kriging multiple membership models.;
1450	BB	true	false	false	false	false	false	false	false	false	false	false	pmid:35821296 Multistate models for the natural history of cancer progression.;
1451	OD,CGR,BB,IIB,ITEB,MEB	true	false	true	true	true	false	false	true	true	false	false	pmid:35886007 MicrobiomeGWAS: A Tool for Identifying Host Genetic Variants Associated with Microbiome Composition.;
1452	BB,CGB	true	true	false	false	false	false	false	false	false	false	false	pmid:35810936 A comparison of high-grade cervical abnormality risks in women living with and without human immunodeficiency virus undergoing routine cervical-cancer screening.;
1453	CGB	false	true	false	false	false	false	false	false	false	false	false	pmid:36130384 Cervical cancer screening programs in Latin America: current recommendations for facing elimination challenges.;
1454	OEEB	false	false	false	false	false	false	false	false	false	true	false	pmid:35794667 Diversity in EWAS: current state, challenges, and solutions.;
1455	OEEB	false	false	false	false	false	false	false	false	false	true	false	pmid:35170729 Quality of dietary carbohydrate is more important than its quantity in lipid peroxidation.;
1456	BB	true	false	false	false	false	false	false	false	false	false	false	pmid:36224712 Accommodating population differences when validating risk prediction models.;
1457	CGB,REB	false	true	false	false	false	false	false	false	false	false	true	pmid:35798233 Clinical Characteristics and Outcomes of COVID-19 in Pediatric and Early Adolescent and Young Adult Hematopoietic Stem Cell Transplant Recipients: A Cohort Study.;
1458	REB	false	false	false	false	false	false	false	false	false	false	true	pmid:36060631 Validation and Comparison of Radiograph-Based Organ Dose Reconstruction Approaches for Wilms Tumor Radiation Treatment Plans.;
1459	IIB,BB	true	false	false	true	false	false	false	false	false	false	false	pmid:35325087 Utility of Epstein-Barr Virus DNA in Nasopharynx Swabs as a Reflex Test to Triage Seropositive Individuals in Nasopharyngeal Carcinoma Screening Programs.;
1460	OEEB	false	false	false	false	false	false	false	false	false	true	false	pmid:35805033 Prospective Proteomic Study Identifies Potential Circulating Protein Biomarkers for Colorectal Cancer Risk.;
1461	CGB	false	true	false	false	false	false	false	false	false	false	false	pmid:35805029 A Genome-First Approach to Estimate Prevalence of Germline Pathogenic Variants and Risk of Pancreatic Cancer in Select Cancer Susceptibility Genes.;
1462	MEB,IIB	false	false	false	true	false	false	false	true	false	false	false	pmid:36712480 Prospective associations of hemoglobin A(1c) and c-peptide with risk of diabetes-related cancers in the Cancer Prevention Study-II Nutrition Cohort.;
1463	REB	false	false	false	false	false	false	false	false	false	false	true	pmid:35775227 Epidemiology of Thyroid Cancer.;
1464	OEEB,ITEB	false	false	false	false	true	false	false	false	false	true	false	pmid:35437574 Occupational Exposure to Polycyclic Aromatic Hydrocarbons and Lung Cancer Risk: Results from a Pooled Analysis of Case-Control Studies (SYNERGY).;
1465	OD,CGR,CGB	false	true	true	false	false	false	false	false	true	false	false	pmid:35405740 Examination of Genetic Susceptibility in Radiation-Associated Meningioma.;
1466	MEB,BB	true	false	false	false	false	false	false	true	false	false	false	pmid:35748846 Editorial: higher levels of certain serum bile acids in non-alcoholic fatty liver disease-new insights from Guatemala.Authors' reply.;
1467	MEB,BB	true	false	false	false	false	false	false	true	false	false	false	pmid:35748838 Letter: association of circulating bile acid concentrations and non-alcoholic fatty liver disease-authors' reply.;
1468	MEB,BB	true	false	false	false	false	false	false	true	false	false	false	pmid:35748850 Letter: is it appropriate to use a fatty liver index >60 as an alternative criterion for non-alcoholic fatty liver disease? Authors' reply.;
1469	OEEB	false	false	false	false	false	false	false	false	false	true	false	pmid:36480242 Association between lipid peroxidation and risk of type 2 diabetes in women.;
1470	OD,CGR,CGB	false	true	true	false	false	false	false	false	true	false	false	pmid:35771403 A Case of HPV-Associated Oropharyngeal Squamous Cell Carcinoma with Block-Like, Partial Loss of p16 Expression.;
1471	OD,CGR,BB,ITEB,MEB	true	false	true	false	true	false	false	true	true	false	false	pmid:35657343 The oral microbiome and breast cancer and nonmalignant breast disease, and its relationship with the fecal microbiome in the Ghana Breast Health Study.;
1472	REB	false	false	false	false	false	false	false	false	false	false	true	pmid:35767189 Doses from external irradiation and ingestion of (134)Cs, (137)Cs and (90)Sr of the population of Belarus accumulated over 35 years after the Chernobyl accident.;
1473	OD,ITEB	false	false	false	false	true	false	false	false	true	false	false	pmid:35764805 AuthorArranger automates formatting title pages and author affiliations for manuscript submissions.;
1474	BB	true	false	false	false	false	false	false	false	false	false	false	pmid:35759730 Tools for Contralateral Prophylactic Mastectomy Decision Making.;
1475	OEEB	false	false	false	false	false	false	false	false	false	true	false	pmid:35759030 Diet quality, common genetic polymorphisms, and bladder cancer risk in a New England population-based study.;
